,Weekend,Season,Weather,RoadCond,PoliceActivity,NoJourneys,Country,AvgSpeed,DangerLvl,NoAccidents,NoFatalities
2790,weekend,fall,bad,bad,regular,medium,UK,low,low,high,low
2791,weekend,spring,bad,good,regular,low,US,low,low,medium,low
2792,,fall,good,good,regular,medium,Europe,low,low,low,low
2793,working,spring,good,good,regular,medium,US,low,low,medium,low
2794,working,winter,good,bad,regular,medium,US,high,low,low,low
2795,working,summer,good,bad,regular,medium,Europe,low,low,low,low
2796,working,summer,good,good,regular,medium,US,low,high,high,high
2797,working,spring,bad,bad,,low,Europe,low,low,low,low
2798,,winter,bad,bad,regular,medium,US,low,low,low,low
2799,working,winter,bad,bad,regular,medium,UK,low,low,medium,low
2800,holiday,spring,good,bad,regular,medium,US,low,low,high,medium
2801,holiday,fall,good,good,regular,medium,US,high,,medium,low
2802,working,summer,good,good,increased,medium,Europe,high,low,high,high
2803,weekend,winter,bad,bad,regular,low,US,low,low,low,medium
2804,working,fall,good,bad,regular,medium,UK,low,low,medium,medium
2805,working,spring,bad,bad,regular,low,UK,low,low,low,medium
2806,weekend,fall,,bad,regular,low,US,low,low,low,low
2807,working,summer,good,good,regular,,Europe,high,low,medium,high
2808,working,fall,good,good,regular,,US,,low,medium,medium
2809,working,spring,bad,bad,regular,low,Europe,,low,,low
2810,working,fall,good,good,regular,low,US,low,low,medium,medium
2811,working,fall,good,bad,regular,medium,Europe,low,low,medium,high
2812,working,winter,bad,,regular,low,US,high,high,medium,high
2813,weekend,winter,good,good,regular,low,US,low,low,medium,low
2814,weekend,winter,good,good,regular,medium,US,high,low,,medium
2815,working,spring,good,,regular,medium,US,high,low,high,high
2816,weekend,summer,good,good,regular,medium,US,high,low,medium,low
2817,weekend,summer,good,bad,regular,medium,US,low,low,,low
2818,working,summer,good,good,regular,low,Europe,low,low,high,high
2819,weekend,winter,good,good,,medium,Europe,low,low,low,low
2820,working,fall,good,good,increased,medium,US,high,low,high,medium
2821,working,winter,bad,bad,regular,medium,US,low,low,low,
2822,weekend,winter,bad,bad,regular,medium,Europe,,low,low,low
2823,working,summer,good,good,regular,medium,US,high,low,medium,medium
2824,working,summer,good,good,regular,medium,,high,low,low,low
2825,working,winter,bad,bad,regular,medium,Europe,low,low,low,low
2826,working,winter,bad,good,regular,medium,Europe,high,,low,
2827,working,,bad,bad,regular,medium,UK,low,low,medium,high
2828,working,winter,good,good,regular,medium,US,high,low,low,low
2829,working,spring,bad,good,regular,medium,US,high,low,high,high
2830,,summer,bad,good,regular,medium,US,high,high,medium,low
2831,weekend,summer,,bad,regular,medium,UK,low,low,medium,high
2832,working,fall,bad,bad,regular,medium,Europe,low,low,low,low
2833,working,summer,good,bad,regular,medium,US,low,low,high,medium
2834,weekend,fall,good,good,regular,,US,high,low,low,low
2835,working,summer,good,bad,regular,medium,Europe,low,low,medium,low
2836,working,winter,bad,bad,regular,medium,US,high,low,low,low
2837,working,spring,bad,good,regular,medium,US,low,low,,medium
2838,working,summer,good,good,regular,,UK,low,low,,high
2839,weekend,fall,bad,good,regular,medium,US,,low,medium,high
2840,working,winter,bad,bad,regular,medium,UK,low,low,low,low
2841,working,spring,bad,bad,regular,medium,US,low,low,low,low
2842,working,spring,bad,bad,regular,low,Europe,low,low,low,medium
2843,working,summer,good,good,regular,,,low,low,medium,
2844,weekend,fall,good,good,regular,low,US,high,low,medium,
2845,working,spring,bad,bad,regular,medium,Europe,high,low,,low
2846,working,fall,good,good,regular,medium,US,high,low,low,low
2847,working,,bad,bad,regular,medium,US,low,low,low,low
2848,working,winter,good,good,regular,low,US,high,low,low,low
2849,holiday,spring,bad,bad,regular,medium,Europe,high,low,low,low
2850,weekend,fall,bad,bad,regular,medium,US,high,low,,medium
2851,,spring,good,good,regular,low,US,low,low,low,medium
2852,weekend,spring,bad,bad,regular,medium,UK,low,low,high,medium
2853,working,summer,good,good,regular,,Europe,low,low,medium,low
2854,weekend,winter,bad,bad,,medium,UK,low,low,low,high
2855,working,fall,bad,bad,regular,medium,Europe,low,low,medium,high
2856,working,summer,bad,bad,regular,medium,UK,high,low,medium,medium
2857,working,fall,bad,good,regular,low,US,high,low,,low
2858,working,fall,good,bad,,medium,Europe,low,low,medium,high
2859,working,summer,good,bad,regular,low,Europe,low,low,low,low
2860,working,spring,bad,bad,regular,low,Europe,high,low,low,low
2861,working,spring,bad,bad,,medium,Europe,high,low,low,low
2862,holiday,,bad,bad,regular,low,Europe,high,high,high,high
2863,working,summer,good,good,regular,medium,Europe,high,low,medium,medium
2864,working,summer,good,good,regular,medium,UK,low,low,high,medium
2865,working,summer,good,good,regular,medium,UK,high,low,medium,
2866,working,spring,bad,good,regular,medium,Europe,high,low,high,high
2867,weekend,summer,good,bad,increased,medium,US,low,low,medium,low
2868,working,spring,good,good,regular,medium,US,,low,low,low
2869,working,spring,good,bad,regular,low,Europe,low,low,low,low
2870,working,fall,bad,bad,,low,Europe,high,low,low,
2871,working,spring,good,good,,medium,UK,high,high,medium,high
2872,working,,good,bad,regular,low,Europe,low,low,low,low
2873,weekend,spring,bad,bad,regular,low,Europe,,low,low,low
2874,working,spring,good,bad,regular,low,Europe,low,high,medium,high
2875,working,winter,bad,,regular,medium,Europe,low,low,low,low
2876,weekend,summer,bad,good,increased,medium,US,high,low,low,medium
2877,weekend,summer,good,good,increased,medium,Europe,low,low,low,low
2878,weekend,winter,bad,bad,regular,medium,US,,low,medium,high
2879,holiday,winter,good,bad,increased,medium,Europe,low,low,low,low
2880,working,spring,good,bad,regular,medium,Europe,low,low,high,high
2881,working,winter,bad,bad,regular,low,Europe,high,low,low,medium
2882,working,summer,good,bad,regular,medium,US,low,low,medium,
2883,working,fall,good,good,regular,medium,Europe,high,low,low,low
2884,working,fall,bad,bad,increased,low,US,low,low,low,high
2885,weekend,summer,good,good,regular,medium,UK,low,low,,low
2886,working,fall,good,good,regular,medium,UK,low,low,low,low
2887,weekend,winter,bad,bad,regular,low,UK,,high,medium,low
2888,weekend,spring,,bad,regular,medium,UK,low,low,low,low
2889,working,spring,bad,bad,regular,medium,US,low,low,medium,medium
2890,weekend,spring,bad,bad,regular,low,Europe,high,low,medium,medium
2891,weekend,spring,bad,bad,regular,medium,Europe,low,low,low,
2892,working,fall,good,,regular,low,Europe,low,low,high,high
2893,,spring,good,good,regular,low,UK,low,low,low,low
2894,,spring,bad,bad,regular,,US,high,high,low,medium
2895,weekend,spring,bad,bad,increased,low,US,low,low,low,high
2896,working,winter,bad,bad,regular,low,Europe,low,low,low,low
2897,working,spring,bad,bad,regular,medium,Europe,high,low,low,medium
2898,working,spring,good,good,regular,medium,US,high,low,low,medium
2899,working,winter,bad,bad,regular,low,Europe,low,low,low,low
2900,holiday,fall,bad,bad,regular,low,Europe,high,high,low,low
2901,working,fall,bad,bad,regular,low,US,low,low,medium,
2902,working,spring,bad,bad,regular,medium,UK,low,low,,medium
2903,weekend,winter,bad,bad,regular,medium,UK,low,low,low,
2904,working,winter,bad,bad,regular,low,UK,low,low,high,
2905,working,spring,good,good,regular,medium,US,high,low,medium,medium
2906,working,summer,good,good,regular,medium,Europe,high,low,high,medium
2907,weekend,summer,good,good,regular,,,high,low,high,high
2908,,winter,,good,regular,low,UK,high,high,low,high
2909,holiday,fall,good,good,regular,medium,US,low,low,low,low
2910,holiday,spring,bad,bad,regular,low,Europe,low,low,low,medium
2911,working,summer,good,good,regular,medium,US,high,low,high,high
2912,working,fall,good,good,,medium,Europe,high,low,medium,medium
2913,working,fall,bad,bad,regular,low,Europe,high,low,low,low
2914,working,winter,bad,bad,regular,medium,Europe,high,high,high,high
2915,weekend,spring,bad,bad,regular,medium,UK,high,low,low,medium
2916,working,fall,bad,bad,regular,medium,Europe,low,low,low,medium
2917,weekend,fall,good,bad,regular,medium,UK,low,low,low,low
2918,weekend,fall,good,good,regular,medium,Europe,high,low,low,low
2919,weekend,summer,good,good,increased,medium,US,low,low,low,low
2920,working,winter,bad,bad,regular,low,Europe,high,low,medium,medium
2921,working,summer,bad,bad,regular,low,US,low,low,medium,high
2922,weekend,winter,bad,,regular,medium,Europe,low,low,medium,low
2923,working,winter,bad,bad,regular,medium,Europe,,,medium,low
2924,weekend,fall,bad,good,regular,low,UK,high,low,low,medium
2925,weekend,fall,good,good,regular,medium,UK,low,low,low,medium
2926,working,summer,good,good,,medium,UK,high,,high,medium
2927,weekend,summer,good,good,regular,medium,Europe,low,low,high,low
2928,working,spring,good,bad,regular,medium,,low,high,high,medium
2929,weekend,summer,good,good,regular,medium,,low,low,high,medium
2930,weekend,winter,,,regular,medium,Europe,low,low,low,low
2931,weekend,summer,good,good,regular,medium,UK,low,low,low,medium
2932,holiday,winter,bad,bad,regular,medium,Europe,low,low,medium,low
2933,working,winter,bad,bad,regular,medium,,low,low,low,high
2934,weekend,summer,good,good,regular,low,US,high,low,low,high
2935,working,winter,bad,bad,regular,medium,Europe,low,,low,
2936,working,fall,bad,bad,regular,low,Europe,low,low,low,medium
2937,working,fall,bad,bad,regular,low,US,low,low,low,medium
2938,working,spring,good,good,regular,medium,Europe,low,low,high,medium
2939,working,winter,bad,bad,regular,medium,Europe,low,low,low,low
2940,working,winter,bad,good,regular,low,Europe,high,low,low,low
2941,working,summer,good,good,regular,medium,US,,,medium,medium
2942,working,,good,good,regular,medium,Europe,,low,medium,medium
2943,working,winter,bad,bad,regular,low,US,low,low,medium,low
2944,weekend,fall,good,good,regular,medium,US,low,low,,low
2945,working,summer,good,good,regular,medium,Europe,high,low,medium,high
2946,working,winter,,bad,regular,medium,Europe,high,low,low,medium
2947,weekend,spring,,bad,regular,medium,US,low,low,low,medium
2948,working,fall,good,good,regular,low,,high,low,low,medium
2949,weekend,spring,bad,bad,regular,medium,US,low,low,medium,high
2950,holiday,spring,good,good,,low,UK,high,low,low,low
2951,working,fall,good,good,regular,medium,UK,low,low,low,low
2952,working,summer,bad,good,,medium,Europe,high,low,high,high
2953,working,winter,bad,bad,increased,low,,low,low,low,low
2954,working,winter,bad,bad,regular,low,Europe,low,low,low,medium
2955,weekend,winter,good,bad,regular,,Europe,low,low,low,low
2956,working,winter,bad,bad,regular,medium,US,low,low,medium,low
2957,working,spring,,good,regular,medium,Europe,high,low,low,medium
2958,working,fall,bad,bad,increased,low,Europe,low,low,low,low
2959,weekend,fall,bad,bad,regular,low,UK,low,low,medium,low
2960,working,winter,good,good,regular,low,,low,low,low,low
2961,working,fall,bad,bad,regular,medium,UK,low,low,medium,
2962,working,summer,good,good,regular,medium,Europe,low,low,low,medium
2963,working,summer,good,good,regular,medium,UK,low,low,low,low
2964,weekend,summer,good,good,regular,medium,Europe,low,low,medium,high
2965,weekend,fall,good,good,regular,medium,Europe,,low,low,low
2966,,summer,good,good,increased,medium,US,high,low,low,low
2967,,fall,good,good,regular,medium,Europe,high,low,medium,low
2968,working,fall,good,good,regular,medium,US,high,low,medium,low
2969,weekend,summer,good,good,regular,medium,Europe,high,low,medium,medium
2970,working,winter,good,,regular,low,UK,,low,low,low
2971,working,spring,good,good,regular,medium,Europe,low,low,medium,low
2972,working,,good,good,regular,medium,US,high,low,high,
2973,weekend,fall,good,good,regular,medium,US,high,high,medium,medium
2974,working,spring,good,good,regular,medium,Europe,low,high,high,high
2975,,winter,good,good,regular,medium,Europe,high,low,high,high
2976,holiday,fall,good,good,regular,medium,US,high,low,high,medium
2977,working,spring,good,good,regular,medium,US,high,low,medium,medium
2978,working,summer,good,good,regular,medium,US,high,high,high,high
2979,working,fall,bad,bad,regular,medium,US,high,low,low,medium
2980,working,spring,bad,bad,increased,medium,Europe,low,low,low,low
2981,working,winter,bad,bad,regular,low,Europe,high,low,low,medium
2982,weekend,winter,bad,bad,regular,low,US,low,low,low,medium
2983,working,winter,bad,,regular,medium,UK,,low,low,low
2984,weekend,winter,good,bad,regular,medium,UK,low,low,medium,medium
2985,working,winter,good,good,regular,medium,Europe,low,low,high,high
2986,,fall,bad,bad,regular,medium,US,low,low,medium,medium
2987,working,fall,bad,bad,regular,low,UK,low,low,low,low
2988,working,fall,good,good,regular,medium,US,low,low,medium,low
2989,working,spring,bad,bad,,medium,Europe,low,low,medium,high
2990,working,spring,bad,bad,regular,low,Europe,low,,,medium
2991,working,winter,bad,bad,regular,low,Europe,high,low,low,low
2992,working,fall,good,bad,regular,medium,US,low,low,low,low
2993,holiday,spring,good,bad,regular,low,Europe,,low,medium,low
2994,working,winter,bad,bad,regular,low,Europe,low,low,low,low
2995,working,spring,bad,good,regular,medium,Europe,low,low,high,medium
2996,working,spring,bad,good,regular,medium,US,high,low,medium,high
2997,working,summer,bad,good,regular,medium,Europe,high,low,low,medium
2998,holiday,summer,good,bad,regular,medium,US,low,low,low,low
2999,weekend,summer,,good,regular,medium,UK,high,,low,low
3000,weekend,summer,bad,bad,regular,,US,,low,medium,medium
3001,weekend,fall,good,good,regular,medium,Europe,high,low,low,high
3002,working,summer,good,good,regular,medium,US,low,low,low,low
3003,working,summer,good,good,regular,medium,Europe,low,low,low,low
3004,working,spring,good,good,regular,medium,Europe,low,low,medium,medium
3005,working,spring,bad,bad,regular,medium,UK,low,high,,low
3006,weekend,spring,good,bad,regular,,US,low,low,low,medium
3007,weekend,spring,good,good,regular,medium,US,low,low,medium,medium
3008,weekend,summer,bad,bad,regular,low,UK,low,low,low,medium
3009,working,fall,bad,bad,regular,medium,Europe,low,low,low,low
3010,working,winter,bad,bad,regular,medium,UK,low,low,low,low
3011,working,winter,bad,bad,,medium,Europe,high,low,low,medium
3012,,spring,good,good,regular,medium,Europe,high,low,medium,high
3013,working,fall,bad,bad,regular,medium,Europe,low,low,medium,medium
3014,holiday,fall,good,good,regular,medium,US,high,low,medium,medium
3015,working,winter,bad,bad,regular,medium,UK,low,low,,low
3016,working,spring,bad,bad,regular,low,Europe,,low,low,low
3017,working,spring,good,good,regular,,,high,low,high,medium
3018,working,winter,bad,bad,regular,medium,Europe,low,low,low,low
3019,working,winter,bad,bad,regular,medium,Europe,low,low,medium,high
3020,holiday,winter,bad,,regular,medium,UK,low,low,medium,medium
3021,working,winter,bad,bad,regular,low,UK,,low,low,medium
3022,working,winter,bad,bad,regular,,Europe,high,low,low,low
3023,working,winter,,bad,regular,low,US,low,low,low,low
3024,working,fall,good,good,regular,medium,UK,low,low,low,low
3025,working,spring,bad,bad,regular,low,Europe,low,low,high,high
3026,holiday,winter,bad,good,regular,medium,US,low,low,low,low
3027,working,spring,,bad,regular,medium,,low,low,low,medium
3028,working,spring,bad,bad,regular,medium,Europe,high,low,medium,medium
3029,working,spring,bad,,regular,low,UK,high,low,low,low
3030,weekend,summer,good,bad,regular,medium,US,low,low,medium,high
3031,weekend,summer,good,bad,regular,medium,,low,low,medium,medium
3032,working,winter,bad,bad,regular,medium,US,high,,low,low
3033,working,summer,good,good,regular,medium,Europe,low,low,medium,low
